Date,USD_Buy,USD_Sell,EURO_Buy,EURO_Sell,GBP_Buy,GBP_Sell
2021-08-16,109.1559,109.3559,128.2171,128.4841,150.8694,151.1782
2021-08-17,109.2588,109.4588,128.6306,128.8841,151.4076,151.7165
2021-08-18,109.3176,109.5176,128.6129,128.8771,150.7788,151.0841
2021-08-19,109.3853,109.5853,128.2165,128.4771,150.5394,150.8488
2021-08-20,109.4324,109.6324,127.9565,128.2259,149.8453,150.1576
2021-08-23,109.4529,109.6529,127.7841,128.0471,149.08,149.3818
2021-08-24,109.4982,109.6982,128.2406,128.5141,149.7641,150.0576
2021-08-25,109.5324,109.7324,128.5529,128.8159,150.2112,150.5035
2021-08-26,109.6059,109.8059,128.7,128.9688,150.3112,150.6153
2021-08-27,109.6776,109.8776,128.9635,129.2329,150.5994,150.9029
2021-08-30,109.7182,109.9182,129.0018,129.2665,150.4706,150.7729
2021-08-31,109.7718,109.9718,129.4647,129.7241,150.9829,151.2859
2021-09-01,109.7924,109.9865,129.9212,130.1853,151.3571,151.6571
2021-09-02,109.8335,110.0335,129.8918,130.1606,151.2647,151.5729
2021-09-03,109.8865,110.0865,130.1247,130.3912,151.45,151.7624
2021-09-06,109.9306,110.1306,130.4494,130.7218,151.9659,152.2729
2021-09-07,109.9512,110.1512,130.4529,130.7294,152.1188,152.4212
2021-09-08,109.98,110.18,130.3682,130.6424,151.6129,151.9212
2021-09-09,109.9988,110.1988,130.1282,130.4041,151.5206,151.8318
2021-09-10,109.7735,109.9735,129.8906,130.1576,151.6624,151.9724
2021-09-13,109.7676,109.9676,129.8535,130.1147,152.0388,152.3429
2021-09-14,109.7529,109.9529,129.4006,129.6659,151.6706,151.9747
2021-09-15,109.8441,110.0441,129.6929,129.9641,152.2118,152.5206
2021-09-16,109.9294,110.1294,129.9324,130.1941,152.0371,152.3518
2021-09-17,109.9941,110.1941,129.5324,129.8029,152.1165,152.4194
2021-09-20,110.0659,110.2659,129.6376,129.9053,151.8,152.1035
2021-09-21,110.0971,110.2971,129.2365,129.5041,150.9618,151.27
2021-09-22,110.1765,110.3765,129.3071,129.5712,150.7112,151.0159
2021-09-23,110.2882,110.4882,129.3612,129.6282,150.53,150.8318
2021-09-24,110.2765,110.4765,129.1953,129.46,150.8829,151.1924
2021-09-27,110.2824,110.4824,129.3259,129.5912,151.0165,151.3276
2021-09-28,110.3018,110.5018,129.1194,129.3841,150.9876,151.29
2021-09-29,110.3494,110.5494,128.9812,129.2482,150.4294,150.7382
2021-09-30,110.3859,110.5859,128.8782,129.1388,149.4906,149.7976
2021-10-01,110.3947,110.5947,128.2476,128.5041,148.7812,149.0853
2021-10-04,110.4088,110.6088,128.2088,128.4771,149.2976,149.6
2021-10-05,110.4529,110.6529,128.5135,128.7741,149.8606,150.1653
2021-10-06,110.5194,110.7194,128.2582,128.5224,150.3947,150.7006
2021-10-07,110.5929,110.7929,127.6524,127.9171,150.0512,150.3465
2021-10-08,110.6165,110.8165,127.7688,128.0288,150.3071,150.6141
2021-10-12,110.6371,110.8371,127.8024,128.0641,150.4882,150.7976
2021-10-13,110.6694,110.8694,127.7747,128.0394,150.5424,150.8429
2021-10-14,110.7106,110.9106,127.8529,128.1241,150.6765,150.9835
2021-10-15,110.7676,110.9676,128.5012,128.7618,151.7365,152.0429
2021-10-18,110.7941,110.9941,128.5135,128.7718,151.9041,152.2153
2021-10-19,110.8118,111.0118,128.4735,128.7371,152.0488,152.3571
2021-10-21,110.9176,111.1176,129.2253,129.4847,153.2412,153.5482
2021-10-22,110.9559,111.1559,129.1953,129.4529,153.1676,153.4706
2021-10-25,110.9853,111.1853,129.1612,129.4182,153.0676,153.3753
2021-10-26,111.0265,111.2265,128.9747,129.2324,152.8112,153.1176
2021-10-27,111.0471,111.2471,128.9624,129.2218,153.1271,153.4341
2021-10-28,111.0529,111.2529,128.9447,129.2082,152.7506,153.0506
2021-10-29,111.1147,111.3147,128.9465,129.2141,152.81,153.1165
2021-11-01,111.1441,111.3441,129.41,129.6741,153.1665,153.4753
2021-11-02,111.1941,111.3941,128.8565,129.1206,152.23,152.5376
2021-11-03,111.2559,111.4559,128.9982,129.2665,151.9024,152.2124
2021-11-04,111.3382,111.5382,128.9671,129.2276,151.8776,152.1912
2021-11-05,111.4471,111.6471,128.7318,128.9953,151.6771,151.9847
2021-11-08,111.4941,111.6941,128.7071,128.9653,150.6576,150.9635
2021-11-09,111.5541,111.7541,128.9253,129.1835,150.5641,150.8541
2021-11-10,111.6,111.8,129.1912,129.4465,151.2124,151.5159
2021-11-11,111.6735,111.8735,129.0706,129.3318,150.9747,151.2794
2021-11-12,111.7147,111.9147,128.2912,128.5582,149.9941,150.2935
2021-11-15,111.8118,112.0118,127.9912,128.2547,149.7194,150.0141
2021-11-16,111.8735,112.0735,128.0929,128.3435,150.1424,150.44
2021-11-17,111.9118,112.1118,127.4653,127.7259,150.4235,150.7188
2021-11-18,112.0088,112.2088,126.7565,127.0153,150.6512,150.9488
2021-11-19,112.0824,112.2824,127.0171,127.2753,151.1406,151.4371
2021-11-22,112.1529,112.3529,126.7141,126.9688,150.8494,151.1459
2021-11-23,112.1882,112.3882,126.6571,126.9135,150.8565,151.1482
2021-11-24,112.25,112.45,126.3524,126.6006,150.2671,150.5647
2021-11-25,112.2647,112.4647,126.1753,126.4294,150.2647,150.5665
2021-11-26,112.2853,112.4853,126.0259,126.2771,149.8188,150.1224
2021-11-29,112.3441,112.5441,126.5353,126.7882,149.7482,150.0482
2021-11-30,112.3882,112.5882,126.8306,127.0941,149.95,150.2612
2021-12-01,112.4235,112.6235,127.3629,127.6241,149.8982,150.2029
2021-12-02,112.4647,112.6647,127.3235,127.5771,149.8371,150.14
2021-12-03,112.5265,112.7265,127.4129,127.6641,149.7506,150.0612
2021-12-06,112.5735,112.7735,127.2659,127.5247,149.5141,149.8159
2021-12-07,112.6059,112.8059,127.1947,127.4465,149.4418,149.7394
2021-12-08,112.7088,112.9088,126.9494,127.2012,149.3765,149.6776
2021-12-09,112.7571,112.9571,127.1341,127.3871,148.9865,149.2859
2021-12-10,112.7876,112.9876,127.5682,127.8229,148.8788,149.1847
2021-12-14,112.8147,113.0147,127.3624,127.6112,148.9988,149.2888
2021-12-15,112.8235,113.0235,127.4418,127.6941,149.2259,149.5188
2021-12-16,112.8559,113.0559,127.2476,127.5024,149.4524,149.7453
2021-12-17,112.9059,113.1059,127.7412,128.0029,150.2647,150.5594
2021-12-20,112.9265,113.1265,127.8435,128.1059,150.2276,150.5241
2021-12-21,112.9441,113.1441,127.3982,127.6541,149.5488,149.8465
2021-12-22,112.9471,113.1471,127.5,127.7612,149.6541,149.9512
2021-12-23,112.9618,113.1618,127.55,127.8071,150.0776,150.3729
2021-12-24,112.9794,113.1794,127.8276,128.08,150.8953,151.1947
2021-12-28,113.0,113.2,127.9924,128.2453,151.0941,151.4082
2021-12-29,113.0059,113.2059,127.9624,128.2088,151.46,151.7647
2021-12-30,113.0265,113.2265,127.7512,128.0059,151.5682,151.8741
2021-12-31,113.0412,113.2412,127.8653,128.1212,151.9024,152.2053
2022-01-03,113.0382,113.2382,127.9594,128.22,152.1853,152.4871
2022-01-04,113.0559,113.2559,128.1371,128.3971,152.3376,152.6365
2022-01-05,113.0735,113.2735,127.7482,128.0106,152.3665,152.6671
2022-01-06,113.0853,113.2853,127.9318,128.1982,152.8359,153.1459
2022-01-07,113.1206,113.3206,127.9071,128.1688,152.9618,153.2653
2022-01-10,113.1382,113.3382,127.8906,128.1459,153.0947,153.4024
2022-01-11,113.1765,113.3765,128.1247,128.3782,153.5235,153.8306
2022-01-12,113.2118,113.4118,128.2935,128.5482,153.6659,153.9612
2022-01-13,113.2329,113.4329,128.6329,128.8918,154.1218,154.4271
2022-01-14,113.2676,113.4676,129.3682,129.6159,154.9788,155.2865
2022-01-17,113.2941,113.4941,129.3794,129.6365,154.9047,155.2165
2022-01-18,113.3147,113.5147,129.1629,129.4088,154.4859,154.8088
2022-01-19,113.3676,113.5676,129.0765,129.3353,154.16,154.4888
2022-01-20,113.4,113.6,128.5735,128.8241,154.4082,154.7253
2022-01-21,113.4176,113.6176,128.6141,128.8706,154.1412,154.4553
2022-01-24,113.4294,113.6294,128.5812,128.8418,153.8465,154.1476
2022-01-25,113.4382,113.6382,128.3947,128.6547,153.3812,153.6888
2022-01-26,113.4471,113.6471,128.1318,128.3847,152.9206,153.2429
2022-01-27,113.4471,113.6471,127.9818,128.2288,153.0082,153.3118
2022-01-28,113.4706,113.6706,127.2488,127.4982,152.4482,152.7576
2022-01-31,113.4735,113.6735,127.0988,127.3441,152.3994,152.7059
2022-02-01,113.4765,113.6765,126.9765,127.2253,152.4235,152.7412
2022-02-02,113.4765,113.6765,127.5118,127.7635,152.7324,153.0265
2022-02-03,113.4865,113.6865,127.9194,128.1729,153.1865,153.4959
2022-02-04,113.5029,113.7029,127.9524,128.2029,153.4947,153.8012
2022-02-07,113.5088,113.7088,129.1782,129.4318,153.6347,153.9359
2022-02-08,113.5206,113.7206,129.1488,129.3971,153.4076,153.7147
2022-02-09,113.5265,113.7265,129.4394,129.6882,153.6318,153.9424
2022-02-10,113.5265,113.7265,129.4312,129.6876,153.7371,154.0441
2022-02-11,113.5265,113.7265,129.4847,129.7429,153.7012,154.0071
2022-02-14,113.5265,113.7265,129.3382,129.5924,153.74,154.0506
2022-02-15,113.5294,113.7294,128.8741,129.1259,153.5335,153.8447
2022-02-16,113.5353,113.7353,128.9424,129.1947,153.6588,153.9671
2022-02-17,113.5382,113.7382,129.1182,129.3788,153.7176,154.0259
2022-02-18,113.5735,113.7735,129.0971,129.3518,154.1459,154.4571
2022-02-21,113.5882,113.7882,128.9541,129.2094,154.2412,154.5524
2022-02-22,113.5941,113.7941,128.8688,129.1171,154.2718,154.5865
2022-02-23,113.6424,113.8424,128.9071,129.1676,154.0682,154.3818
2022-02-24,113.7,113.9,128.9871,129.2441,154.5541,154.8665
2022-02-25,113.7206,113.9206,127.6365,127.8912,152.7353,153.05
2022-02-28,113.7353,113.9353,127.5171,127.7735,152.5265,152.8324
2022-03-01,113.7412,113.9412,127.6006,127.8576,152.5671,152.8724
2022-03-02,113.7529,113.9529,127.5971,127.8535,152.6641,152.9724
2022-03-03,113.7894,113.9894,126.9653,127.2218,152.0894,152.4012
2022-03-04,113.8147,114.0147,126.6,126.8524,152.2553,152.5676
2022-03-07,113.8471,114.0471,125.5047,125.7641,151.7353,152.0576
2022-03-08,113.9129,114.1129,124.4635,124.7165,150.6,150.9
2022-03-09,113.9753,114.1753,124.6188,124.8735,150.0435,150.3453
2022-03-10,114.0353,114.2353,124.8665,125.1118,149.91,150.2041
2022-03-11,114.0794,114.2794,125.9747,126.23,150.2559,150.5565
2022-03-14,114.0853,114.2853,126.0747,126.3276,150.4065,150.71
2022-03-15,114.1324,114.3324,125.6794,125.9306,149.8876,150.1953
2022-03-16,114.1865,114.3865,125.7165,125.9688,149.5571,149.8576
2022-03-17,114.2159,114.4129,125.8271,126.0782,149.6765,149.9776
2022-03-18,114.2806,114.4806,126.2676,126.5265,150.2865,150.6047
2022-03-21,114.2953,114.4953,126.1265,126.3859,150.1618,150.4694
2022-03-22,114.3353,114.5353,126.2524,126.5053,150.4906,150.7935
2022-03-23,114.3971,114.5971,125.8794,126.1424,151.1765,151.4829
2022-03-24,114.5,114.7,125.8447,126.0941,151.3476,151.6488
2022-03-25,114.5853,114.7853,125.8159,126.0665,151.1535,151.4529
2022-03-28,114.6529,114.8529,126.2024,126.4594,151.2535,151.5624
2022-03-29,114.725,114.925,126.0106,126.2694,150.9069,151.2075
2022-03-30,114.7731,114.9731,126.4118,126.6688,150.1882,150.4976
2022-03-31,114.8512,115.0512,127.6718,127.9318,150.9747,151.2788
2022-04-01,114.895,115.095,127.6324,127.8953,150.7953,151.1035
2022-04-04,114.9375,115.1375,126.9759,127.2341,150.7382,151.0488
2022-04-05,114.9969,115.1969,126.5782,126.8335,150.8035,151.1012
2022-04-06,115.0206,115.2206,126.3306,126.5841,151.0,151.31
2022-04-07,115.0941,115.2941,125.7706,126.0224,150.7,151.0088
2022-04-08,115.1882,115.3882,125.6359,125.8894,150.6335,150.9406
2022-04-11,115.2324,115.4324,125.2765,125.5276,150.3535,150.6547
2022-04-12,115.2765,115.4765,125.6371,125.8976,150.1871,150.4912
2022-04-13,115.3088,115.5088,125.4653,125.7153,150.2929,150.5894
2022-04-14,115.3382,115.5382,125.0371,125.2888,150.1576,150.4594
2022-04-19,115.3847,115.5847,125.3594,125.6082,151.2306,151.5382
2022-04-20,115.4059,115.6059,124.81,125.0635,150.4647,150.7665
2022-04-21,115.4441,115.6441,125.1353,125.3888,150.7235,151.0306
2022-04-22,115.4971,115.6971,125.5376,125.7871,150.7324,151.0406
2022-04-25,115.5529,115.7529,124.9618,125.2147,149.3053,149.6059
2022-04-26,115.5971,115.7971,124.3094,124.5594,147.9141,148.2047
2022-04-27,115.6412,115.8412,123.6824,123.9324,147.19,147.49
2022-04-28,115.6735,115.8735,122.7053,122.9535,145.9429,146.2365
2022-05-04,115.7059,115.9059,122.0118,122.26,145.2088,145.4965
2022-05-05,115.7441,115.9441,121.9147,122.1612,145.3641,145.6559
2022-05-06,115.8047,116.0047,122.4124,122.6571,144.7747,145.0718
2022-05-09,115.8459,116.0459,122.2335,122.4894,143.8235,144.1147
2022-05-10,115.8959,116.0959,122.1118,122.3629,143.7647,144.0435
2022-05-11,115.9676,116.1676,122.3929,122.6382,143.61,143.8894
2022-05-12,115.9971,116.1971,122.2471,122.4818,143.5129,143.8
2022-05-13,116.0235,116.2235,121.6529,121.8947,142.8235,143.1065
2022-05-16,116.0735,116.2735,120.9871,121.2294,142.4629,142.7553
2022-05-17,116.1441,116.3441,121.0824,121.3318,142.8429,143.1335
2022-05-18,116.2176,116.4176,121.8365,122.0871,144.6359,144.9229
2022-05-19,116.2765,116.4706,122.2124,122.4647,144.7776,145.0665
2022-05-20,116.3059,116.5059,122.4194,122.6653,144.9847,145.2788
2022-05-23,116.3706,116.5706,123.0353,123.2812,145.5306,145.8229
2022-05-24,116.4176,116.6176,123.7441,123.9947,146.4,146.6935
2022-05-25,116.4794,116.6794,124.4565,124.7076,146.0065,146.3071
2022-05-26,116.5165,116.7165,124.3171,124.5694,146.1294,146.43
2022-05-27,116.5882,116.7853,124.6388,124.8882,146.9824,147.2706
2022-05-30,116.6147,116.8147,124.8882,125.1435,147.3035,147.6006
2022-05-31,116.6382,116.8382,125.4729,125.7224,147.2988,147.5971
2022-06-02,116.71,116.91,124.9624,125.2106,147.0582,147.3565
2022-06-03,116.7306,116.9306,124.8382,125.0918,146.7624,147.0565
2022-06-06,116.7482,116.9482,125.1382,125.3953,146.8324,147.1329
2022-06-07,116.8,117.0,125.2782,125.5235,146.7859,147.0859
2022-06-08,116.85,117.05,124.7941,125.0453,146.3576,146.6494
2022-06-09,116.91,117.11,125.1906,125.4412,146.9241,147.2159
2022-06-10,116.9471,117.1471,125.2129,125.4594,146.7988,147.09
2022-06-13,117.0,117.2,124.3506,124.5976,146.29,146.5888
2022-06-14,117.0676,117.2676,122.9771,123.2218,143.9459,144.2353
2022-06-15,117.1353,117.3353,122.7141,122.9629,142.4418,142.7218
2022-06-16,117.1853,117.3853,122.3447,122.5918,141.2476,141.5306
2022-06-17,117.2265,117.4265,122.2929,122.5406,142.0341,142.3165
2022-06-20,117.2971,117.4971,123.0735,123.3229,143.6735,143.9565
2022-06-21,117.3353,117.5353,123.3288,123.5806,143.54,143.8265
2022-06-22,117.4059,117.6059,123.7565,123.9971,144.0724,144.3676
2022-06-23,117.4706,117.6706,123.5524,123.8047,143.7841,144.0682
2022-06-24,117.5559,117.7559,123.6082,123.8618,143.7724,144.0588
2022-06-27,117.5941,117.7941,123.7735,124.0288,144.1735,144.4618
2022-06-28,117.6029,117.8029,124.0782,125.5118,144.2135,144.5006
2022-06-29,117.6912,117.8912,124.4829,124.7324,144.2182,144.5112
2022-06-30,117.7324,117.9324,123.8929,124.1476,143.5582,143.8429
2022-07-01,117.7735,117.9735,122.9394,123.1859,142.9059,143.1959
2022-07-04,117.7971,117.9971,123.0924,123.3388,142.4906,142.7765
2022-07-05,117.8529,118.0529,123.0818,123.33,142.9535,143.2429
2022-07-06,117.8941,118.0941,121.7976,122.0382,141.7294,142.0065
2022-07-07,117.9324,118.1324,120.9424,121.18,141.0771,141.3576
2022-07-08,117.9735,118.1676,120.56,120.7894,141.2024,141.4753
2022-07-12,118.0324,118.2324,119.7665,120.0018,141.4029,141.6835
2022-07-13,118.0794,118.2794,118.9712,119.2071,140.5094,140.7929
2022-07-14,118.1306,118.3306,118.5694,118.8088,140.4059,140.69
2022-07-15,118.1718,118.3718,118.5059,118.75,140.1765,140.4476
2022-07-18,118.2324,118.4324,118.6541,118.8929,139.9082,140.1871
2022-07-19,118.2882,118.4882,119.4924,119.7359,141.0194,141.3065
2022-07-20,118.3529,118.5529,120.5365,120.7794,141.7729,142.0541
2022-07-21,118.4206,118.6206,120.9024,121.1406,141.9276,142.2135
2022-07-22,118.4706,118.6706,120.7582,120.9929,141.4694,141.7512
2022-07-25,118.5206,118.7206,120.6094,120.8518,141.5953,141.8765
2022-07-26,118.5588,118.7588,121.1188,121.3629,142.5612,142.8453
2022-07-27,118.6176,118.8176,120.6747,120.9176,142.5471,142.8353
2022-07-28,118.6588,118.8588,120.4682,120.7076,142.9153,143.1941
2022-07-29,118.7,118.9,120.5447,120.7882,143.5465,143.8341
2022-08-01,118.75,118.95,121.1012,121.3406,144.2853,144.5735
2022-08-02,118.8118,119.0118,121.7476,121.9853,145.2624,145.5441
2022-08-03,118.8941,119.0941,121.5629,121.8012,145.2165,145.4947
2022-08-04,118.9324,119.1324,121.0865,121.3265,144.7882,145.0753
2022-08-05,118.9912,119.1912,121.1859,121.4294,144.3671,144.6453
2022-08-08,119.0265,119.2265,121.3782,121.6247,144.2088,144.4953
2022-08-10,119.0735,119.2735,121.3676,121.6112,144.2188,144.5024
2022-08-11,119.1412,119.3412,122.2235,122.4629,144.7447,145.0241
2022-08-12,119.2118,119.4118,122.7729,123.0129,145.2765,145.5641
2022-08-15,119.2559,119.4559,122.4682,122.7118,144.6618,144.94
2022-08-16,119.3147,119.5147,121.9241,122.1671,144.3618,144.6529
2022-08-17,119.35,119.55,121.2247,121.4712,143.8694,144.1535
2022-08-18,119.3735,119.5735,121.2247,121.4712,143.8694,144.1535
2022-08-19,119.4735,119.6735,121.4553,121.6953,144.0047,144.2865
2022-08-22,119.5294,119.7294,120.5018,120.7371,142.1294,142.4106
2022-08-23,119.6206,119.8206,119.73,119.96,141.3129,141.5912
2022-08-24,119.7029,119.9029,119.1353,119.3706,141.0747,141.35
2022-08-25,119.7576,119.9576,119.0141,119.2376,141.1406,141.4118
2022-08-26,119.8059,120.0059,119.4718,119.7088,141.5694,141.8518
2022-08-29,119.8294,120.0294,119.6947,119.9224,141.6429,141.9129
2022-08-30,119.8794,120.0794,119.7741,120.0124,140.7153,140.9929
2022-08-31,119.9129,120.1129,119.9724,120.2106,140.3588,140.6388
2022-09-01,119.9529,120.1529,119.9612,120.1959,139.7359,140.0153
2022-09-02,120.0176,120.2176,119.9029,120.1435,138.9235,139.1971
2022-09-05,120.0847,120.2847,120.0071,120.2441,138.7782,139.0541
2022-09-06,120.1206,120.3206,119.1929,119.4318,138.1012,138.3747
2022-09-07,120.1618,120.3618,119.3829,119.6218,138.7618,139.0347
2022-09-08,120.1824,120.3824,119.1541,119.3941,138.1076,138.3812
2022-09-09,120.2059,120.4059,119.9818,120.2241,138.6153,138.8918
2022-09-12,120.2353,120.4353,120.5147,120.7629,138.9659,139.2359
2022-09-14,120.2706,120.4706,121.6471,121.8918,140.2871,140.5718
2022-09-15,120.3118,120.5118,120.5935,120.8282,139.13,139.4088
2022-09-16,120.3106,120.5106,120.2082,120.4476,138.5259,138.8106
2022-09-19,120.3294,120.5294,120.1041,120.3412,137.8494,138.1271
2022-09-20,120.3559,120.5559,120.1512,120.3947,137.2894,137.5506
2022-09-21,120.3982,120.5982,120.3188,120.56,137.5112,137.7759
2022-09-22,120.4424,120.6424,119.6276,119.8682,136.7965,137.07
2022-09-23,120.46,120.66,119.1124,119.3482,136.3812,136.6471
2022-09-26,120.4971,120.6971,118.0918,118.3265,134.4524,134.7147
2022-09-27,120.5235,120.7235,116.3312,116.5606,129.8465,130.1053
2022-09-28,120.5735,120.7735,116.2653,116.4971,130.3453,130.6041
2022-09-29,120.5971,120.7971,115.5159,115.7435,128.0371,128.2676
2022-09-30,120.6324,120.8324,117.0188,117.2494,130.5341,130.7947
2022-10-03,120.6765,120.8765,118.1329,118.3641,134.4765,134.7429
2022-10-04,120.6882,120.8882,118.2224,118.4535,135.2365,135.5124
2022-10-05,120.7059,120.9059,118.9176,119.1488,136.3294,136.5971
2022-10-06,120.7235,120.9235,119.8035,120.0394,137.3559,137.6235
2022-10-07,120.75,120.95,119.3871,119.6241,136.5735,136.8429
2022-10-11,120.7647,120.9647,118.6065,118.8388,135.4876,135.76
2022-10-12,120.8118,121.0118,117.4159,117.6535,133.0806,133.3353
2022-10-13,120.8353,121.0353,117.2794,117.5112,133.3206,133.5806
2022-10-14,120.8735,121.0735,117.2329,117.4665,134.6706,134.9429
2022-10-17,120.9306,121.1306,117.9382,118.1735,135.9876,136.2671
2022-10-18,120.9706,121.1706,117.86,118.0982,136.4582,136.7271
2022-10-19,121.0059,121.2059,119.0576,119.2929,136.9947,137.2653
2022-10-21,121.0353,121.2353,118.5659,118.8041,136.3241,136.5924
2022-10-24,121.0676,121.2676,118.1459,118.3776,134.8565,135.1282
2022-10-25,121.0941,121.2941,119.1318,119.36,136.9712,137.2541
2022-10-26,121.1324,121.3324,119.87,120.1012,137.8071,138.0829
2022-10-27,121.1735,121.3735,121.3571,121.5953,140.1865,140.4682
2022-10-28,121.2118,121.4118,121.5259,121.7624,140.5112,140.7912
2022-10-31,121.2324,121.4324,120.9776,121.2076,140.1612,140.4318
2022-11-01,121.2794,121.4794,120.2129,120.4571,139.6612,139.9229
2022-11-02,121.3147,121.5147,120.3047,120.5476,139.7506,140.0253
2022-11-03,121.3529,121.5529,120.2229,120.4606,139.7112,139.9859
2022-11-04,121.3971,121.5971,118.7294,118.9624,136.7629,137.0306
2022-11-07,121.4382,121.6382,119.3594,119.5912,136.56,136.8335
2022-11-08,121.5118,121.7118,121.2429,121.4806,139.0076,139.2806
2022-11-09,121.5706,121.7706,121.4724,121.7053,139.2006,139.4747
2022-11-10,121.6382,121.8382,122.2182,122.4541,139.5553,139.8282
